Datetime,METAR
2025-12-28 11:29 UTC,METAR WSSS 281100Z 34007KT 9999 FEW013 BKN270 26/24 Q1009 NOSIG
2025-12-28 11:44 UTC,METAR WSSS 281130Z 33008KT 9999 FEW013 BKN270 26/24 Q1009 NOSIG
2025-12-28 13:38 UTC,METAR WSSS 281330Z 34005KT 9999 FEW015 BKN280 26/24 Q1011 NOSIG
2025-12-28 14:39 UTC,METAR WSSS 281430Z VRB05KT 9999 FEW015 SCT280 BKN300 26/24 Q1012 NOSIG
2025-12-28 15:36 UTC,METAR WSSS 281530Z 32005KT 290V350 9999 FEW015 SCT160 BKN300 26/24 Q1012 NOSIG
2025-12-28 16:49 UTC,METAR WSSS 281630Z 35004KT 9999 FEW015 BKN160 26/24 Q1011 NOSIG
2025-12-28 17:39 UTC,METAR WSSS 281730Z 33005KT 8000 -RA FEW015 BKN160 26/24 Q1011 NOSIG
2025-12-28 18:52 UTC,METAR WSSS 281830Z 32005KT 290V350 6000 -RA FEW015 FEW018CB BKN150 25/24 Q1010 NOSIG
2025-12-28 19:28 UTC,METAR WSSS 281900Z 32005KT 8000 -RA FEW015 FEW018CB BKN150 25/24 Q1010 NOSIG
2025-12-28 19:42 UTC,METAR WSSS 281930Z 32005KT 280V360 8000 -RA FEW015 BKN150 25/23 Q1009 NOSIG
2025-12-28 20:41 UTC,METAR WSSS 282030Z 34004KT 8000 FEW015 BKN150 25/24 Q1009 NOSIG
2025-12-28 21:32 UTC,METAR WSSS 282130Z 34007KT 8000 -RA FEW012 FEW018CB BKN150 25/24 Q1009 NOSIG
2025-12-28 22:41 UTC,METAR WSSS 282230Z 34006KT 9999 FEW012 FEW018CB BKN150 25/23 Q1009 NOSIG
2025-12-28 23:34 UTC,METAR WSSS 282330Z 01008KT 8000 FEW010 FEW018TCU SCT030 BKN150 25/24 Q1010 NOSIG
2025-12-29 04:17 UTC,METAR WSSS 290400Z 34007KT 300V360 9999 -SHRA SCT014 FEW016TCU SCT270 28/24 Q1011 NOSIG
2025-12-29 05:47 UTC,METAR WSSS 290530Z 34008KT 290V020 9999 FEW016 FEW018TCU BKN300 30/24 Q1010 NOSIG
2025-12-29 07:01 UTC,METAR WSSS 290630Z 36010KT 330V030 9999 VCSH FEW014 FEW016TCU SCT050 30/25 Q1009 NOSIG
2025-12-29 07:50 UTC,METAR WSSS 290730Z 36013KT 9999 FEW016 FEW018TCU SCT070 29/24 Q1007 NOSIG
2025-12-29 08:59 UTC,METAR WSSS 290830Z 01015KT 9999 FEW017CB FEW018TCU SCT060 29/24 Q1007 NOSIG
2025-12-29 09:54 UTC,METAR WSSS 290930Z 36012KT 9999 TS FEW015 FEW017CB FEW018TCU SCT060 28/24 Q1008 BECMG FM0940 TL0950 NSW
2025-12-29 10:51 UTC,METAR WSSS 291030Z 35011KT 9999 FEW015 FEW018TCU SCT170 27/24 Q1008 NOSIG
2025-12-29 11:33 UTC,METAR WSSS 291130Z 35007KT 9999 FEW016 BKN060 27/24 Q1009 NOSIG
2025-12-29 13:50 UTC,METAR WSSS 291330Z 34007KT 9999 FEW016 SCT070 BKN160 27/24 Q1010 NOSIG
2025-12-29 14:47 UTC,METAR WSSS 291430Z 33007KT 9999 FEW015 SCT160 BKN300 27/24 Q1011 NOSIG
2025-12-29 15:41 UTC,METAR WSSS 291530Z 34007KT 310V010 9999 FEW016 BKN160 26/24 Q1011 NOSIG
2025-12-29 16:52 UTC,METAR WSSS 291630Z 34006KT 9999 FEW016 BKN160 26/24 Q1011 NOSIG
2025-12-29 17:40 UTC,METAR WSSS 291730Z 35007KT 320V020 9999 FEW016 SCT080 BKN160 26/24 Q1010 NOSIG
2025-12-29 18:54 UTC,METAR WSSS 291830Z 34006KT 9999 FEW016 SCT070 BKN150 26/24 Q1010 NOSIG
2025-12-29 19:28 UTC,METAR WSSS 291900Z 34007KT 320V020 9999 FEW014 SCT070 BKN150 26/24 Q1009 NOSIG
2025-12-29 19:43 UTC,METAR WSSS 291930Z 34007KT 300V010 9000 FEW014 BKN070 26/24 Q1009 NOSIG
2025-12-29 20:43 UTC,METAR WSSS 292030Z 34007KT 310V010 9999 FEW014 SCT060 BKN150 26/23 Q1009 NOSIG
2025-12-29 21:33 UTC,METAR WSSS 292130Z 34007KT 9999 FEW014 BKN170 25/23 Q1009 NOSIG
2025-12-29 22:40 UTC,METAR WSSS 292230Z 34007KT 9999 FEW014 SCT018 25/23 Q1009 NOSIG
2025-12-29 23:34 UTC,METAR WSSS 292330Z 34007KT 9000 FEW016 BKN280 25/23 Q1009 NOSIG
2025-12-30 03:54 UTC,METAR WSSS 300330Z 36015KT 9999 FEW018 BKN300 30/24 Q1010 NOSIG
2025-12-30 05:02 UTC,METAR WSSS 300500Z 36013KT 9999 FEW018 SCT050 BKN300 30/24 Q1010 NOSIG
2025-12-30 05:52 UTC,METAR WSSS 300530Z 36014KT 9999 FEW018 SCT280 BKN300 30/23 Q1009 NOSIG
2025-12-30 06:58 UTC,METAR WSSS 300630Z 01014KT 9999 FEW018 BKN300 30/24 Q1008 NOSIG
2025-12-30 07:45 UTC,METAR WSSS 300730Z 36011KT 9999 FEW020 BKN300 30/23 Q1007 NOSIG
2025-12-30 09:01 UTC,METAR WSSS 300830Z 01016KT 9999 FEW020 BKN300 30/22 Q1007 NOSIG
2025-12-30 09:53 UTC,METAR WSSS 300930Z 01015KT 9999 FEW020 BKN300 29/22 Q1007 NOSIG
2025-12-30 10:54 UTC,METAR WSSS 301030Z 36012KT 9999 FEW020 BKN300 28/22 Q1007 NOSIG
2025-12-30 11:39 UTC,METAR WSSS 301130Z 35008KT 9999 FEW020 BKN300 27/22 Q1008 NOSIG
2025-12-30 13:54 UTC,METAR WSSS 301330Z 34007KT 9999 FEW018 BKN300 26/23 Q1009 NOSIG
2025-12-30 14:47 UTC,METAR WSSS 301430Z 33005KT 9999 FEW018 BKN300 26/23 Q1010 NOSIG
2025-12-30 15:41 UTC,METAR WSSS 301530Z 33006KT 300V360 9999 FEW018 BKN300 26/23 Q1010 NOSIG
2025-12-30 16:55 UTC,METAR WSSS 301630Z 32005KT 9999 FEW018 SCT160 BKN300 26/23 Q1010 NOSIG
2025-12-30 17:42 UTC,METAR WSSS 301730Z 33005KT 9999 FEW018 BKN300 26/23 Q1010 NOSIG
2025-12-30 18:56 UTC,METAR WSSS 301830Z 33005KT 9999 FEW018 BKN300 25/22 Q1009 NOSIG
2025-12-30 19:29 UTC,METAR WSSS 301900Z 34006KT 9999 FEW018 BKN300 25/23 Q1008 NOSIG
2025-12-30 19:43 UTC,METAR WSSS 301930Z 34005KT 310V010 9999 FEW018 BKN300 25/23 Q1008 NOSIG
2025-12-30 20:42 UTC,METAR WSSS 302030Z 34005KT 9999 FEW018 BKN300 25/23 Q1008 NOSIG
2025-12-30 21:34 UTC,METAR WSSS 302130Z 34006KT 9999 FEW018 BKN300 25/23 Q1008 NOSIG
2025-12-30 22:41 UTC,METAR WSSS 302230Z 34006KT 9999 FEW018 BKN300 25/23 Q1008 NOSIG
2025-12-30 23:32 UTC,METAR WSSS 302330Z 33005KT 7000 FEW018 BKN270 25/23 Q1009 NOSIG
2025-12-31 03:53 UTC,METAR WSSS 310330Z 36009KT 330V030 9999 FEW018 BKN270 28/23 Q1010 NOSIG
2025-12-31 05:01 UTC,METAR WSSS 310500Z 36010KT 9999 FEW018 SCT030 BKN280 29/24 Q1009 NOSIG
2025-12-31 05:53 UTC,METAR WSSS 310530Z 01010KT 330V050 9999 FEW018 SCT030 BKN280 30/24 Q1008 NOSIG
2025-12-31 06:58 UTC,METAR WSSS 310630Z 01012KT 9999 SCT018 SCT280 30/25 Q1007 NOSIG
2025-12-31 07:42 UTC,METAR WSSS 310730Z 36012KT 9999 FEW018TCU BKN300 30/24 Q1006 NOSIG
2025-12-31 08:56 UTC,METAR WSSS 310830Z 01013KT 9999 FEW020 BKN300 30/24 Q1006 NOSIG
2025-12-31 09:46 UTC,METAR WSSS 310930Z 36012KT 9999 FEW016 FEW020TCU BKN300 29/24 Q1006 NOSIG
2025-12-31 10:45 UTC,METAR WSSS 311030Z 36013KT 9999 FEW016 FEW018TCU BKN300 27/23 Q1006 NOSIG
2025-12-31 11:31 UTC,METAR WSSS 311130Z 36012KT 9999 FEW015 FEW017TCU FEW018CB BKN300 27/23 Q1007 NOSIG
2025-12-31 13:45 UTC,METAR WSSS 311330Z 36009KT 9999 FEW018 BKN300 26/23 Q1009 NOSIG
2025-12-31 14:41 UTC,METAR WSSS 311430Z 36008KT 9999 FEW018 BKN300 26/23 Q1009 NOSIG
2025-12-31 15:39 UTC,METAR WSSS 311530Z 36007KT 9999 FEW018 BKN300 26/23 Q1009 NOSIG
2025-12-31 16:51 UTC,METAR WSSS 311630Z 36007KT 9999 FEW018 BKN300 26/23 Q1009 NOSIG
2025-12-31 17:38 UTC,METAR WSSS 311730Z 34005KT 9999 FEW018 BKN150 26/23 Q1009 NOSIG
2025-12-31 18:54 UTC,METAR WSSS 311830Z 34006KT 9999 FEW018 BKN150 26/23 Q1008 NOSIG
2025-12-31 19:28 UTC,METAR WSSS 311900Z 35005KT 9999 FEW018 SCT150 BKN300 25/23 Q1008 NOSIG
2025-12-31 19:42 UTC,METAR WSSS 311930Z 33005KT 9999 FEW018 BKN300 25/23 Q1008 NOSIG
2025-12-31 20:40 UTC,METAR WSSS 312030Z 34004KT 9999 FEW018 BKN300 25/23 Q1007 NOSIG
2025-12-31 21:32 UTC,METAR WSSS 312130Z 33006KT 310V010 9999 FEW018 SCT150 BKN300 25/23 Q1007 NOSIG
2025-12-31 22:42 UTC,METAR WSSS 312230Z 34003KT 9999 FEW018 SCT150 BKN300 25/23 Q1008 NOSIG
2025-12-31 23:33 UTC,METAR WSSS 312330Z 34004KT 9999 FEW018 BKN300 25/23 Q1009 NOSIG
2026-01-01 04:15 UTC,METAR WSSS 010400Z 36008KT 9999 FEW016 SCT070 BKN270 28/24 Q1011 NOSIG
2026-01-01 05:45 UTC,METAR WSSS 010530Z 36009KT 340V040 9999 FEW016 FEW020TCU SCT030 30/25 Q1010 NOSIG
2026-01-01 06:58 UTC,METAR WSSS 010630Z 01011KT 9999 FEW016 FEW020TCU SCT070 30/24 Q1009 NOSIG
2026-01-01 07:40 UTC,METAR WSSS 010730Z 36013KT 9999 FEW018 SCT280 30/24 Q1007 NOSIG
2026-01-01 08:56 UTC,METAR WSSS 010830Z 36013KT 9999 FEW018 FEW020TCU SCT280 29/24 Q1007 NOSIG
2026-01-01 09:45 UTC,METAR WSSS 010930Z 36014KT 9999 FEW018TCU FEW020CB SCT280 28/24 Q1007 NOSIG
2026-01-01 10:47 UTC,METAR WSSS 011030Z 36011KT 9999 FEW016 FEW018TCU FEW020CB SCT025 27/23 Q1007 NOSIG
2026-01-01 11:32 UTC,METAR WSSS 011130Z 35009KT 9999 FEW016 FEW018TCU FEW020CB SCT080 27/23 Q1008 NOSIG
2026-01-01 13:45 UTC,METAR WSSS 011330Z 36008KT 9999 FEW016 FEW018TCU BKN050 26/23 Q1010 NOSIG
2026-01-01 14:41 UTC,METAR WSSS 011430Z 35006KT 9999 FEW016 BKN050 26/23 Q1011 NOSIG
2026-01-01 15:39 UTC,METAR WSSS 011530Z 36008KT 9999 FEW016 BKN060 26/23 Q1011 NOSIG
2026-01-01 16:53 UTC,METAR WSSS 011630Z 35006KT 330V030 9999 FEW016 SCT060 26/23 Q1011 NOSIG
2026-01-01 17:39 UTC,METAR WSSS 011730Z 36008KT 9999 FEW016 BKN050 26/23 Q1010 NOSIG
2026-01-01 18:55 UTC,METAR WSSS 011830Z 36008KT 9999 FEW016 SCT050 BKN300 26/23 Q1009 NOSIG
2026-01-01 19:30 UTC,METAR WSSS 011900Z 35006KT 9999 FEW018 SCT040 BKN300 26/23 Q1009 NOSIG
2026-01-01 19:43 UTC,METAR WSSS 011930Z 35006KT 9999 FEW018 SCT040 BKN300 26/23 Q1009 NOSIG
2026-01-01 20:42 UTC,METAR WSSS 012030Z 35006KT 300V360 9999 FEW016 SCT050 BKN160 26/23 Q1008 NOSIG
2026-01-01 21:34 UTC,METAR WSSS 012130Z 33005KT 310V010 9999 FEW016 SCT040 BKN150 26/23 Q1009 NOSIG
2026-01-01 22:43 UTC,METAR WSSS 012230Z 33005KT 8000 FEW016 SCT050 BKN160 26/23 Q1009 NOSIG
2026-01-01 23:35 UTC,METAR WSSS 012330Z 34005KT 9999 FEW016 FEW020TCU SCT050 BKN160 26/23 Q1010 NOSIG
2026-01-02 03:56 UTC,SPECI WSSS 020342Z 36012KT 330V030 9999 FEW018 FEW020TCU BKN300 30/24 Q1011 NOSIG
2026-01-02 05:02 UTC,METAR WSSS 020500Z 36012KT 330V030 9999 FEW018 FEW020TCU SCT040 29/23 Q1011 NOSIG
2026-01-02 05:54 UTC,METAR WSSS 020530Z 36011KT 320V020 9999 FEW018 FEW020TCU SCT040 29/24 Q1011 NOSIG
2026-01-02 07:00 UTC,METAR WSSS 020630Z 01017KT 9999 -SHRA FEW017TCU SCT030 28/23 Q1010 NOSIG
2026-01-02 07:42 UTC,METAR WSSS 020730Z 35010KT 9999 FEW018 FEW020TCU SCT030 28/22 Q1009 NOSIG
2026-01-02 08:55 UTC,METAR WSSS 020830Z 36015KT 9999 FEW018 SCT300 28/23 Q1009 NOSIG
2026-01-02 09:45 UTC,METAR WSSS 020930Z 36015KT 9999 FEW020 SCT070 28/23 Q1009 NOSIG
2026-01-02 10:44 UTC,METAR WSSS 021030Z 36011KT 9999 FEW018 BKN280 27/23 Q1010 NOSIG
2026-01-02 11:31 UTC,METAR WSSS 021130Z 34009KT 300V360 9000 -SHRA FEW016 FEW018TCU SCT022 27/22 Q1011 NOSIG
2026-01-02 13:43 UTC,METAR WSSS 021330Z 35005KT 9999 FEW016 SCT280 26/22 Q1012 NOSIG
2026-01-02 14:43 UTC,METAR WSSS 021430Z 34005KT 310V010 9999 FEW016 SCT060 BKN140 26/22 Q1013 NOSIG
2026-01-02 15:40 UTC,METAR WSSS 021530Z 34007KT 9999 FEW016 SCT070 BKN140 26/22 Q1013 NOSIG
2026-01-02 16:52 UTC,METAR WSSS 021630Z 34007KT 9999 FEW016 BKN070 26/22 Q1013 NOSIG
2026-01-02 17:39 UTC,METAR WSSS 021730Z 33005KT 9999 FEW016 SCT070 BKN140 26/22 Q1013 NOSIG
2026-01-02 18:53 UTC,METAR WSSS 021830Z 33005KT 300V360 9999 FEW016 BKN050 26/22 Q1012 NOSIG
2026-01-02 19:23 UTC,METAR WSSS 021900Z 34004KT 290V360 9999 -RA FEW016 BKN050 26/23 Q1012 NOSIG
2026-01-02 19:42 UTC,METAR WSSS 021930Z 34006KT 290V360 9999 FEW016 SCT050 BKN140 26/22 Q1011 NOSIG
2026-01-02 20:41 UTC,METAR WSSS 022030Z 32005KT 290V360 9999 FEW016 SCT030 BKN140 26/22 Q1011 NOSIG
2026-01-02 21:29 UTC,METAR WSSS 022100Z 32004KT 270V350 9999 FEW016 BKN060 26/22 Q1011 NOSIG
2026-01-02 21:44 UTC,METAR WSSS 022130Z 33004KT 290V350 9999 FEW016 SCT060 BKN140 26/22 Q1011 NOSIG
2026-01-02 22:43 UTC,METAR WSSS 022230Z 32004KT 270V350 9999 FEW016 SCT050 BKN140 26/22 Q1011 NOSIG
2026-01-02 23:33 UTC,METAR WSSS 022330Z 34005KT 9999 FEW016 SCT080 BKN140 26/22 Q1011 NOSIG
2026-01-03 03:45 UTC,METAR WSSS 030330Z 35008KT 320V020 9999 FEW018 BKN270 28/23 Q1013 NOSIG
2026-01-03 04:55 UTC,METAR WSSS 030430Z 35010KT 9999 FEW018 BKN270 29/23 Q1012 NOSIG
2026-01-03 05:44 UTC,METAR WSSS 030530Z 36015KT 9999 SCT018 FEW020TCU BKN270 29/23 Q1011 NOSIG
2026-01-03 06:55 UTC,METAR WSSS 030630Z 01013KT 9999 FEW018TCU SCT040 BKN270 29/23 Q1010 NOSIG
2026-01-03 07:33 UTC,METAR WSSS 030730Z 36012KT 9999 FEW018TCU SCT040 BKN270 30/23 Q1010 NOSIG
2026-01-03 08:51 UTC,METAR WSSS 030830Z 01012KT 320V020 9999 FEW018TCU SCT040 BKN160 28/23 Q1009 NOSIG
2026-01-03 09:42 UTC,METAR WSSS 030930Z 36010KT 9999 FEW018 BKN150 28/23 Q1009 NOSIG
2026-01-03 10:47 UTC,METAR WSSS 031030Z 36013KT 9999 FEW018 BKN300 27/22 Q1010 NOSIG
2026-01-03 11:34 UTC,METAR WSSS 031130Z 35009KT 9999 FEW018 SCT150 BKN300 26/22 Q1011 NOSIG
2026-01-03 11:49 UTC,METAR WSSS 031130Z 35009KT 9999 FEW018 SCT150 BKN300 26/22 Q1011 NOSIG
2026-01-03 13:42 UTC,METAR WSSS 031330Z 35008KT 9999 FEW018 BKN130 26/23 Q1012 NOSIG
2026-01-03 14:44 UTC,METAR WSSS 031430Z 35009KT 320V020 9999 FEW018 SCT150 BKN300 26/22 Q1012 NOSIG
2026-01-03 15:41 UTC,METAR WSSS 031530Z 35008KT 9999 FEW018 BKN300 26/22 Q1012 NOSIG
2026-01-03 16:50 UTC,METAR WSSS 031630Z 36009KT 9999 FEW018 SCT030 BKN300 26/22 Q1012 NOSIG
2026-01-03 17:37 UTC,METAR WSSS 031730Z 34007KT 9999 FEW018 BKN300 25/22 Q1012 NOSIG
2026-01-03 18:53 UTC,METAR WSSS 031830Z 35008KT 330V030 9999 FEW018 BKN300 25/22 Q1011 NOSIG
2026-01-03 19:27 UTC,METAR WSSS 031900Z 36010KT 9999 FEW018 BKN300 25/21 Q1011 NOSIG
2026-01-03 19:41 UTC,METAR WSSS 031930Z 35009KT 9999 FEW018 SCT280 25/21 Q1011 NOSIG
2026-01-03 20:40 UTC,METAR WSSS 032030Z 34008KT 9999 FEW018 SCT180 25/21 Q1010 NOSIG
2026-01-03 21:32 UTC,METAR WSSS 032130Z 34007KT 310V010 9999 FEW018 BKN300 25/21 Q1010 NOSIG
2026-01-03 22:40 UTC,METAR WSSS 032230Z 34006KT 310V020 9999 FEW018 SCT160 BKN300 25/21 Q1011 NOSIG
2026-01-03 23:33 UTC,METAR WSSS 032330Z 33005KT 9000 FEW018 SCT170 BKN300 24/21 Q1011 NOSIG
2026-01-04 04:18 UTC,METAR WSSS 040400Z 36016KT 9999 FEW020 BKN300 29/21 Q1013 NOSIG
2026-01-04 05:44 UTC,METAR WSSS 040530Z 01016KT 9999 FEW022 BKN300 30/22 Q1012 NOSIG
2026-01-04 06:58 UTC,METAR WSSS 040630Z 36015KT 9999 FEW022 BKN300 30/21 Q1011 NOSIG
2026-01-04 07:38 UTC,METAR WSSS 040730Z 36014KT 9999 SCT022 BKN300 29/22 Q1010 NOSIG
2026-01-04 08:52 UTC,METAR WSSS 040830Z 01014KT 9999 FEW022 SCT160 BKN300 29/22 Q1010 NOSIG
2026-01-04 09:36 UTC,METAR WSSS 040930Z 35010KT 320V020 9999 FEW022 SCT160 29/22 Q1010 NOSIG
2026-01-04 10:42 UTC,METAR WSSS 041030Z 36011KT 9999 FEW020 SCT160 BKN280 28/22 Q1010 NOSIG
2026-01-04 11:29 UTC,METAR WSSS 041100Z 36011KT 9999 FEW020 SCT160 BKN280 27/22 Q1010 NOSIG
2026-01-04 11:43 UTC,METAR WSSS 041130Z 36010KT 9999 FEW020 BKN160 27/22 Q1011 NOSIG
2026-01-04 13:42 UTC,METAR WSSS 041330Z 35008KT 9999 FEW020 SCT160 BKN300 26/23 Q1012 NOSIG
2026-01-04 14:44 UTC,METAR WSSS 041430Z 34005KT 9999 FEW020 BKN300 26/23 Q1012 NOSIG
2026-01-04 15:40 UTC,METAR WSSS 041530Z 34007KT 9999 FEW020 BKN300 25/23 Q1012 NOSIG
2026-01-04 16:53 UTC,METAR WSSS 041630Z 34006KT 9999 FEW020 BKN300 25/23 Q1013 NOSIG
2026-01-04 17:41 UTC,METAR WSSS 041730Z 34008KT 9999 FEW020 BKN160 25/23 Q1012 NOSIG
2026-01-04 18:57 UTC,METAR WSSS 041830Z 35008KT 9999 FEW020 BKN160 25/23 Q1011 NOSIG
2026-01-04 19:28 UTC,METAR WSSS 041900Z 34007KT 9999 FEW020 BKN160 25/23 Q1011 NOSIG
2026-01-04 19:42 UTC,METAR WSSS 041930Z 33007KT 9999 FEW020 BKN160 26/23 Q1011 NOSIG
2026-01-04 20:42 UTC,METAR WSSS 042030Z 33006KT 290V350 9999 FEW020 BKN160 25/23 Q1010 NOSIG
2026-01-04 21:33 UTC,METAR WSSS 042130Z 34006KT 9999 FEW018 BKN160 25/23 Q1010 NOSIG
2026-01-04 22:42 UTC,METAR WSSS 042230Z 35006KT 9999 FEW018 BKN160 25/23 Q1010 NOSIG
2026-01-04 23:34 UTC,METAR WSSS 042330Z 34008KT 9999 FEW018 BKN160 25/23 Q1011 NOSIG
2026-01-05 04:36 UTC,METAR WSSS 050430Z 34007KT 310V030 9999 SCT020 BKN160 29/24 Q1012 NOSIG
2026-01-05 06:01 UTC,METAR WSSS 050530Z 01007KT 330V050 9999 FEW020 BKN300 31/23 Q1012 NOSIG
2026-01-05 07:38 UTC,METAR WSSS 050730Z 35011KT 9999 FEW020 SCT170 BKN300 31/23 Q1010 NOSIG
2026-01-05 09:00 UTC,METAR WSSS 050830Z 01012KT 9999 FEW020 SCT170 BKN300 30/23 Q1009 NOSIG
2026-01-05 10:00 UTC,METAR WSSS 050930Z 36012KT 9999 FEW020 BKN170 29/23 Q1009 NOSIG
2026-01-05 10:54 UTC,METAR WSSS 051030Z 01013KT 9999 FEW018 FEW020TCU BKN160 28/23 Q1010 NOSIG
2026-01-05 11:37 UTC,METAR WSSS 051130Z 01011KT 9999 FEW018 FEW020TCU SCT160 27/23 Q1011 NOSIG
2026-01-05 13:52 UTC,METAR WSSS 051330Z 35007KT 9999 FEW018 SCT070 BKN300 27/23 Q1013 NOSIG
2026-01-05 14:53 UTC,METAR WSSS 051430Z 35005KT 310V010 9999 FEW018 SCT160 26/23 Q1013 NOSIG
2026-01-05 15:50 UTC,METAR WSSS 051530Z 34006KT 9999 FEW018 BKN160 26/23 Q1013 NOSIG
2026-01-05 16:55 UTC,METAR WSSS 051630Z 34007KT 310V010 9999 FEW018 BKN160 26/23 Q1013 NOSIG
2026-01-05 17:47 UTC,METAR WSSS 051730Z 35010KT 9999 FEW018 BKN160 26/23 Q1012 NOSIG
2026-01-05 18:59 UTC,METAR WSSS 051830Z 34007KT 9999 FEW014 BKN150 26/23 Q1011 NOSIG
2026-01-05 19:35 UTC,METAR WSSS 051930Z 35007KT 9999 FEW014 BKN150 26/23 Q1011 NOSIG
2026-01-05 20:47 UTC,METAR WSSS 052030Z 34006KT 9999 FEW016 BKN150 26/23 Q1010 NOSIG
2026-01-05 21:39 UTC,METAR WSSS 052130Z 34008KT 8000 FEW016 BKN150 26/23 Q1010 NOSIG
2026-01-05 22:45 UTC,METAR WSSS 052230Z 34006KT 310V010 8000 FEW016 BKN160 26/23 Q1011 NOSIG
2026-01-05 23:36 UTC,METAR WSSS 052330Z 34008KT 310V010 9999 FEW014 BKN160 26/23 Q1011 NOSIG
2026-01-06 03:54 UTC,METAR WSSS 060330Z 36014KT 9999 SCT018 BKN160 28/24 Q1012 NOSIG
2026-01-06 05:01 UTC,METAR WSSS 060500Z 35011KT 320V020 9999 SCT018 BKN160 29/24 Q1012 NOSIG
2026-01-06 05:54 UTC,METAR WSSS 060530Z 01014KT 8000 -SHRA FEW017TCU SCT018 BKN160 28/24 Q1011 NOSIG
2026-01-06 07:01 UTC,METAR WSSS 060700Z 35012KT 9999 SCT016 BKN160 28/24 Q1010 NOSIG
2026-01-06 07:51 UTC,METAR WSSS 060730Z 36013KT 9999 SCT016 BKN160 28/24 Q1010 NOSIG
2026-01-06 08:58 UTC,METAR WSSS 060830Z 36012KT 9999 FEW016 FEW018TCU SCT160 28/24 Q1009 NOSIG
2026-01-06 09:50 UTC,METAR WSSS 060930Z 35009KT 9999 FEW016 SCT280 28/23 Q1009 NOSIG
2026-01-06 10:52 UTC,METAR WSSS 061030Z 35009KT 8000 -SHRA FEW017TCU SCT018 26/23 Q1010 NOSIG
2026-01-06 11:32 UTC,METAR WSSS 061130Z 36008KT 9999 FEW016 SCT050 26/24 Q1010 NOSIG
2026-01-06 13:51 UTC,METAR WSSS 061330Z 03009KT 6000 -RA FEW014 BKN160 25/24 Q1012 NOSIG
2026-01-06 14:52 UTC,METAR WSSS 061430Z 35006KT 6000 -RA FEW014 BKN160 25/25 Q1012 NOSIG
2026-01-06 15:45 UTC,METAR WSSS 061530Z 34007KT 9999 FEW016 SCT080 BKN160 26/24 Q1012 NOSIG
2026-01-06 16:59 UTC,METAR WSSS 061630Z 32005KT 280V350 9999 FEW016 BKN160 26/24 Q1012 NOSIG
2026-01-06 17:48 UTC,METAR WSSS 061730Z 34007KT 9999 FEW016 SCT160 26/24 Q1012 NOSIG
2026-01-06 18:55 UTC,METAR WSSS 061830Z 33005KT 8000 FEW012 SCT018 26/24 Q1011 NOSIG
2026-01-06 19:31 UTC,METAR WSSS 061930Z 34004KT 300V360 9000 FEW014 BKN150 25/24 Q1011 NOSIG
2026-01-06 20:44 UTC,METAR WSSS 062030Z 33003KT 300V360 9999 FEW012 SCT018 BKN160 26/24 Q1011 NOSIG
2026-01-06 21:38 UTC,METAR WSSS 062130Z 34003KT 310V010 9000 FEW014 FEW018TCU SCT030 26/24 Q1011 NOSIG
2026-01-06 22:46 UTC,METAR WSSS 062230Z 02008KT 8000 -SHRA FEW014 FEW018TCU SCT030 25/24 Q1011 RESHRA NOSIG
2026-01-06 23:37 UTC,METAR WSSS 062330Z 32003KT 7000 -SHRA FEW014 FEW018TCU SCT030 25/24 Q1012 NOSIG
2026-01-07 03:55 UTC,METAR WSSS 070330Z 02012KT 9999 FEW018TCU SCT040 BKN300 29/25 Q1012 NOSIG
2026-01-07 05:02 UTC,METAR WSSS 070500Z 02015KT 9999 FEW018TCU SCT040 BKN300 30/24 Q1011 NOSIG
2026-01-07 05:53 UTC,METAR WSSS 070530Z 02018KT 9999 VCSH FEW016 SCT018TCU FEW020CB 30/24 Q1011 NOSIG
2026-01-07 07:01 UTC,METAR WSSS 070700Z 02016KT 9999 FEW015 FEW018CB FEW020TCU SCT040 29/24 Q1010 NOSIG
2026-01-07 07:51 UTC,METAR WSSS 070730Z 36016KT 9999 FEW018CB FEW020TCU SCT040 27/24 Q1010 NOSIG
2026-01-07 09:00 UTC,METAR WSSS 070830Z 36017KT 9999 FEW018TCU FEW020CB SCT050 28/23 Q1010 NOSIG
2026-01-07 09:53 UTC,METAR WSSS 070930Z 01017KT 9999 FEW015 FEW018TCU SCT040 28/24 Q1009 NOSIG
2026-01-07 10:51 UTC,METAR WSSS 071030Z 01012KT 9999 FEW016 SCT040 BKN150 28/23 Q1010 NOSIG
2026-01-07 11:17 UTC,METAR WSSS 071100Z 01011KT 9999 FEW016 SCT040 BKN150 27/23 Q1010 NOSIG
2026-01-07 11:40 UTC,METAR WSSS 071130Z 01012KT 9999 -SHRA FEW016 FEW018TCU SCT040 BKN150 27/23 Q1011 NOSIG
2026-01-07 12:37 UTC,METAR WSSS 071230Z 35008KT 9999 FEW016 SCT050 BKN150 26/23 Q1012 NOSIG
2026-01-07 13:36 UTC,METAR WSSS 071330Z 35010KT 9999 FEW016 SCT070 BKN160 26/23 Q1012 NOSIG
2026-01-07 14:20 UTC,METAR WSSS 071400Z 35011KT 9999 FEW016 BKN160 26/23 Q1012 NOSIG
2026-01-07 14:49 UTC,METAR WSSS 071430Z 36012KT 9999 FEW018 SCT160 26/24 Q1012 NOSIG
2026-01-07 15:20 UTC,METAR WSSS 071500Z 36015KT 9999 FEW016 SCT040 26/23 Q1012 NOSIG
