Datetime,METAR
2026-02-27 17:32 UTC,METAR WSSS 271730Z 36005KT 9000 FEW016 SCT160 BKN300 26/25 Q1008 NOSIG
2026-02-27 18:36 UTC,METAR WSSS 271830Z 35004KT 9000 FEW016 BKN300 26/25 Q1007 NOSIG
2026-02-27 19:30 UTC,METAR WSSS 271900Z 34004KT 7000 FEW016 BKN300 26/25 Q1007 NOSIG
2026-02-27 20:23 UTC,METAR WSSS 272000Z 33002KT 7000 FEW016 SCT160 26/25 Q1007 NOSIG
2026-02-27 20:51 UTC,METAR WSSS 272030Z 33004KT 8000 FEW016 SCT160 26/24 Q1007 NOSIG
2026-02-27 21:25 UTC,METAR WSSS 272100Z 35004KT 7000 FEW015 SCT160 BKN280 26/24 Q1007 NOSIG
2026-02-27 21:50 UTC,METAR WSSS 272130Z 33003KT 7000 FEW015 SCT160 26/24 Q1007 NOSIG
2026-02-27 22:18 UTC,METAR WSSS 272200Z 32003KT 290V350 8000 FEW015 SCT160 26/24 Q1007 NOSIG
2026-02-27 22:49 UTC,METAR WSSS 272230Z 34002KT 8000 FEW016 SCT160 26/24 Q1007 NOSIG
2026-02-27 23:20 UTC,METAR WSSS 272300Z 32003KT 9000 FEW018 BKN160 26/24 Q1008 NOSIG
2026-02-27 23:45 UTC,METAR WSSS 272330Z 33003KT 9000 FEW018 BKN160 26/24 Q1008 NOSIG
2026-02-28 01:27 UTC,METAR WSSS 280100Z 35005KT 9999 FEW018 SCT160 BKN300 27/25 Q1009 NOSIG
2026-02-28 03:28 UTC,METAR WSSS 280300Z 02008KT 9999 FEW018 BKN300 30/25 Q1010 NOSIG
2026-02-28 04:40 UTC,METAR WSSS 280430Z VRB04KT 9999 SCT018 FEW020TCU BKN300 30/24 Q1008 NOSIG
2026-02-28 05:30 UTC,METAR WSSS 280500Z 08005KT 020V150 9999 FEW018 FEW020TCU BKN300 31/25 Q1008 NOSIG
2026-02-28 06:32 UTC,METAR WSSS 280630Z 15007KT 070V200 9999 FEW020 FEW022TCU BKN300 32/24 Q1006 NOSIG
2026-02-28 07:23 UTC,METAR WSSS 280700Z 16007KT 110V190 9999 FEW020 FEW022TCU BKN300 31/24 Q1006 NOSIG
2026-02-28 07:45 UTC,METAR WSSS 280730Z 15007KT 110V180 9999 FEW020 FEW022TCU BKN300 31/24 Q1005 NOSIG
2026-02-28 08:23 UTC,METAR WSSS 280800Z VRB04KT 9999 FEW020 FEW022TCU BKN300 31/23 Q1005 NOSIG
2026-02-28 08:50 UTC,METAR WSSS 280830Z 17007KT 9999 FEW020 FEW022TCU BKN300 30/22 Q1005 NOSIG
2026-02-28 09:22 UTC,METAR WSSS 280900Z 17006KT 140V200 9999 FEW020 FEW022TCU BKN300 30/23 Q1005 NOSIG
2026-02-28 09:46 UTC,METAR WSSS 280930Z 14005KT 080V180 9999 FEW020TCU BKN300 31/23 Q1005 NOSIG
2026-02-28 10:19 UTC,METAR WSSS 281000Z 16006KT 130V210 9999 FEW020TCU BKN300 31/23 Q1005 NOSIG
2026-02-28 10:46 UTC,METAR WSSS 281030Z 11005KT 070V150 9999 FEW020TCU BKN300 30/23 Q1006 NOSIG
2026-02-28 11:15 UTC,SPECI WSSS 281106Z 35010KT 9999 FEW018 FEW020TCU SCT040 BKN300 29/24 Q1006 NOSIG
2026-02-28 11:40 UTC,METAR WSSS 281130Z 02009KT 350V050 9999 FEW018 SCT150 BKN300 28/24 Q1006 NOSIG
2026-02-28 12:37 UTC,METAR WSSS 281230Z 36009KT 9999 FEW018 SCT150 BKN300 27/24 Q1007 NOSIG
2026-02-28 13:33 UTC,METAR WSSS 281330Z 36007KT 9999 FEW018 SCT150 BKN300 27/24 Q1008 NOSIG
2026-02-28 14:18 UTC,METAR WSSS 281400Z 36005KT 340V050 9999 FEW018 BKN150 27/24 Q1008 NOSIG
2026-02-28 14:45 UTC,METAR WSSS 281430Z 36005KT 330V030 9999 FEW018 BKN150 27/24 Q1009 NOSIG
2026-02-28 15:18 UTC,METAR WSSS 281500Z 36004KT 290V030 9999 FEW018 BKN300 27/24 Q1009 NOSIG
2026-02-28 15:42 UTC,METAR WSSS 281530Z 03006KT 360V060 9999 FEW018 BKN300 27/24 Q1009 NOSIG
2026-02-28 16:21 UTC,METAR WSSS 281530Z 03006KT 360V060 9999 FEW018 BKN300 27/24 Q1009 NOSIG
2026-02-28 16:47 UTC,METAR WSSS 281630Z 34004KT 9999 FEW018 BKN150 27/24 Q1009 NOSIG
2026-02-28 17:17 UTC,METAR WSSS 281700Z 01005KT 340V040 9999 FEW018 BKN150 27/24 Q1008 NOSIG
2026-02-28 17:43 UTC,METAR WSSS 281730Z 01005KT 340V040 9999 FEW018 BKN300 27/24 Q1008 NOSIG
2026-02-28 18:27 UTC,METAR WSSS 281800Z 36005KT 9999 FEW018 BKN300 26/24 Q1007 NOSIG
2026-02-28 18:55 UTC,METAR WSSS 281830Z 35005KT 9999 FEW018 BKN300 26/24 Q1007 NOSIG
2026-02-28 19:18 UTC,METAR WSSS 281900Z 35004KT 9999 FEW018 BKN300 26/24 Q1007 NOSIG
2026-02-28 19:40 UTC,METAR WSSS 281930Z 34005KT 9999 FEW016 BKN300 26/25 Q1007 NOSIG
2026-02-28 20:21 UTC,METAR WSSS 282000Z 36004KT 9999 FEW016 BKN300 26/24 Q1007 NOSIG
2026-02-28 20:46 UTC,METAR WSSS 282030Z 35004KT 9999 FEW016 BKN300 25/24 Q1007 NOSIG
2026-02-28 21:16 UTC,METAR WSSS 282100Z 35004KT 9999 FEW016 BKN300 26/25 Q1007 NOSIG
2026-02-28 21:41 UTC,METAR WSSS 282130Z 35004KT 9999 FEW016 BKN300 26/25 Q1007 NOSIG
2026-02-28 22:18 UTC,METAR WSSS 282200Z 35005KT 9999 FEW016 BKN300 26/25 Q1007 NOSIG
2026-02-28 22:45 UTC,METAR WSSS 282230Z 35005KT 9000 FEW016 BKN300 26/25 Q1007 NOSIG
2026-02-28 23:18 UTC,METAR WSSS 282300Z 35006KT 9000 FEW018 BKN300 26/24 Q1007 NOSIG
2026-02-28 23:43 UTC,METAR WSSS 282330Z 01004KT 330V060 8000 FEW018 BKN300 26/24 Q1008 NOSIG
2026-03-01 01:57 UTC,METAR WSSS 010130Z 36008KT 9000 FEW018 BKN300 28/25 Q1009 NOSIG
2026-03-01 04:24 UTC,METAR WSSS 010400Z 03007KT 340V060 9999 FEW020 BKN300 31/25 Q1009 NOSIG
2026-03-01 05:34 UTC,METAR WSSS 010530Z VRB05G16KT 9999 FEW020 BKN300 31/25 Q1007 NOSIG
2026-03-01 06:40 UTC,METAR WSSS 010630Z 13007KT 080V170 9999 FEW018TCU SCT020 BKN300 32/25 Q1006 NOSIG
2026-03-01 07:30 UTC,METAR WSSS 010700Z 17008KT 130V190 9999 FEW018TCU SCT020 BKN300 30/24 Q1006 NOSIG
2026-03-01 07:53 UTC,METAR WSSS 010730Z 15008KT 100V200 9999 FEW018TCU BKN300 31/25 Q1005 NOSIG
2026-03-01 08:26 UTC,METAR WSSS 010800Z 17007KT 9999 FEW018TCU BKN300 31/25 Q1005 NOSIG
2026-03-01 08:53 UTC,METAR WSSS 010830Z 14006KT 120V180 9999 FEW018TCU BKN300 31/24 Q1005 NOSIG
2026-03-01 09:25 UTC,METAR WSSS 010900Z 13007KT 100V170 9999 FEW017CB FEW018TCU SCT040 BKN300 31/24 Q1005 NOSIG
2026-03-01 09:51 UTC,METAR WSSS 010930Z 10006KT 040V150 9999 FEW017CB FEW018TCU SCT040 BKN300 31/24 Q1005 NOSIG
2026-03-01 10:20 UTC,METAR WSSS 011000Z 08006KT 050V110 9999 FEW018TCU FEW020CB BKN300 31/24 Q1005 NOSIG
2026-03-01 10:48 UTC,METAR WSSS 011030Z 08006KT 030V130 9999 FEW018 FEW020TCU BKN300 30/24 Q1005 NOSIG
2026-03-01 11:17 UTC,METAR WSSS 011100Z 05006KT 020V080 9999 FEW018 BKN300 30/25 Q1006 NOSIG
2026-03-01 11:41 UTC,METAR WSSS 011130Z 04008KT 010V070 9999 FEW018 BKN300 29/24 Q1006 NOSIG
2026-03-01 12:39 UTC,METAR WSSS 011230Z 03009KT 9999 FEW018 BKN300 28/24 Q1007 NOSIG
2026-03-01 13:36 UTC,METAR WSSS 011330Z 01006KT 9999 FEW018 BKN300 27/24 Q1008 NOSIG
2026-03-01 14:20 UTC,METAR WSSS 011400Z 02008KT 350V050 9999 FEW018 BKN300 28/25 Q1008 NOSIG
2026-03-01 14:47 UTC,METAR WSSS 011430Z 03007KT 360V060 9999 FEW018 BKN300 28/25 Q1009 NOSIG
2026-03-01 15:18 UTC,METAR WSSS 011500Z 02006KT 330V060 9999 FEW018 BKN300 27/25 Q1009 NOSIG
2026-03-01 15:44 UTC,METAR WSSS 011530Z 36005KT 330V030 9999 FEW018 BKN300 27/25 Q1010 NOSIG
2026-03-01 16:22 UTC,METAR WSSS 011600Z 36005KT 9999 FEW018 BKN300 27/25 Q1010 NOSIG
2026-03-01 16:50 UTC,METAR WSSS 011630Z 35005KT 9999 FEW018 BKN300 27/25 Q1010 NOSIG
2026-03-01 17:19 UTC,METAR WSSS 011700Z 35005KT 9999 FEW018 BKN300 27/25 Q1009 NOSIG
2026-03-01 17:45 UTC,METAR WSSS 011730Z 02004KT 350V060 9999 FEW018 BKN300 27/25 Q1009 NOSIG
2026-03-01 18:27 UTC,METAR WSSS 011800Z 01006KT 9999 FEW018 BKN300 27/25 Q1009 NOSIG
2026-03-01 18:57 UTC,METAR WSSS 011830Z 34004KT 9999 FEW018 BKN300 27/25 Q1009 NOSIG
2026-03-01 19:22 UTC,METAR WSSS 011900Z 35004KT 9999 FEW018 BKN300 26/25 Q1008 NOSIG
2026-03-01 19:41 UTC,METAR WSSS 011930Z 34005KT 9999 FEW018 BKN300 26/25 Q1008 NOSIG
2026-03-01 20:21 UTC,METAR WSSS 012000Z 35004KT 9999 FEW018 BKN300 26/25 Q1008 NOSIG
2026-03-01 20:48 UTC,METAR WSSS 012030Z 35005KT 9999 FEW018 BKN300 26/25 Q1008 NOSIG
2026-03-01 21:18 UTC,METAR WSSS 012100Z 36006KT 9999 FEW018 BKN300 26/25 Q1008 NOSIG
2026-03-01 21:43 UTC,METAR WSSS 012130Z 36005KT 9999 FEW018 BKN300 26/25 Q1008 NOSIG
2026-03-01 22:19 UTC,METAR WSSS 012200Z 01007KT 9999 FEW018 BKN300 27/25 Q1008 NOSIG
2026-03-01 22:48 UTC,METAR WSSS 012230Z 35005KT 9999 FEW018 BKN300 26/25 Q1008 NOSIG
2026-03-01 23:19 UTC,METAR WSSS 012300Z 36005KT 9999 FEW018 BKN300 26/25 Q1008 NOSIG
2026-03-01 23:44 UTC,METAR WSSS 012330Z 35006KT 9999 FEW018 BKN300 26/25 Q1009 NOSIG
2026-03-02 01:49 UTC,METAR WSSS 020130Z 01009KT 9999 FEW016 BKN300 28/25 Q1010 NOSIG
2026-03-02 04:10 UTC,METAR WSSS 020400Z 36008KT 310V040 9999 SCT018 FEW020TCU BKN300 31/26 Q1010 NOSIG
2026-03-02 05:33 UTC,METAR WSSS 020530Z 18009KT 9999 VCSH FEW015 SCT018TCU FEW020CB 30/25 Q1009 TEMPO FM0545 TL0630 4000 -TSRA
2026-03-02 06:52 UTC,METAR WSSS 020630Z 02005KT 340V080 7000 -SHRA FEW014 SCT017TCU FEW018CB 30/25 Q1008 TEMPO TL0730 3000 TSRA
2026-03-02 07:46 UTC,METAR WSSS 020730Z 18006KT 4500 -TSRA FEW014 FEW016CB SCT017TCU 28/26 Q1007 BECMG TL0745 6000 BECMG FM0900 TL0915 NSW
2026-03-02 08:39 UTC,METAR WSSS 020830Z 22008KT 180V270 2000 +TSRA FEW010 FEW013CB SCT015TCU BKN140 23/21 Q1008 BECMG FM0845 TL0900 4500 -TSRA BECMG FM0930 TL0945 6000 NSW
2026-03-02 09:43 UTC,METAR WSSS 020930Z 34005KT 8000 -TSRA FEW016CB FEW017TCU SCT080 BKN160 25/23 Q1008 TEMPO FM1000 TL1030 4000 TSRA
2026-03-02 10:39 UTC,METAR WSSS 021030Z 31005KT 240V340 9000 -RA FEW015 FEW018TCU SCT050 25/22 Q1008 NOSIG
2026-03-02 11:29 UTC,METAR WSSS 021100Z 32008KT 9999 -RA FEW016 SCT140 24/22 Q1008 NOSIG
2026-03-02 11:55 UTC,METAR WSSS 021130Z 30003KT 200V010 9999 FEW016 SCT140 25/22 Q1008 NOSIG
2026-03-02 12:50 UTC,METAR WSSS 021230Z 33003KT 9000 FEW016 BKN300 25/23 Q1009 NOSIG
2026-03-02 13:57 UTC,METAR WSSS 021330Z 34004KT 300V010 9000 FEW016 FEW020TCU BKN300 25/23 Q1009 NOSIG
2026-03-02 14:45 UTC,METAR WSSS 021430Z 35003KT 9000 FEW016 SCT160 24/23 Q1010 NOSIG
2026-03-02 15:38 UTC,METAR WSSS 021530Z 35004KT 9999 FEW016 BKN300 24/23 Q1010 NOSIG
2026-03-02 16:39 UTC,METAR WSSS 021630Z VRB01KT 8000 FEW016 BKN300 24/23 Q1010 NOSIG
2026-03-02 17:41 UTC,METAR WSSS 021730Z VRB02KT 9999 FEW016 BKN300 24/23 Q1010 NOSIG
2026-03-02 18:40 UTC,METAR WSSS 021830Z 30002KT 8000 FEW016 BKN300 24/23 Q1010 NOSIG
2026-03-02 19:34 UTC,METAR WSSS 021930Z VRB01KT 6000 FEW016 SCT160 BKN300 24/23 Q1009 NOSIG
2026-03-02 20:32 UTC,METAR WSSS 022030Z VRB02KT 6000 FEW016 BKN160 24/24 Q1009 NOSIG
2026-03-02 21:28 UTC,METAR WSSS 022100Z 34002KT 6000 FEW016 BKN160 24/23 Q1008 NOSIG
2026-03-02 21:57 UTC,METAR WSSS 022130Z 33004KT 8000 FEW016 BKN160 25/23 Q1009 NOSIG
2026-03-02 22:31 UTC,METAR WSSS 022230Z 34005KT 8000 FEW016 SCT160 BKN300 25/23 Q1009 NOSIG
2026-03-02 23:21 UTC,METAR WSSS 022300Z 34004KT 6000 FEW016 BKN300 24/23 Q1009 NOSIG
2026-03-02 23:48 UTC,METAR WSSS 022330Z 32002KT 6000 FEW016 BKN300 24/23 Q1010 NOSIG
2026-03-03 01:51 UTC,METAR WSSS 030130Z 35006KT 310V010 7000 FEW018 SCT080 BKN300 28/25 Q1011 NOSIG
2026-03-03 04:11 UTC,METAR WSSS 030400Z 36006KT 310V060 9999 FEW020 BKN300 31/25 Q1010 NOSIG
2026-03-03 05:31 UTC,METAR WSSS 030530Z 03005KT 320V090 9999 FEW020 BKN300 31/24 Q1009 NOSIG
2026-03-03 06:44 UTC,METAR WSSS 030630Z VRB03KT 9999 FEW018TCU SCT280 BKN300 31/25 Q1008 NOSIG
2026-03-03 07:39 UTC,METAR WSSS 030730Z 12012KT 8000 -TSRA FEW015 FEW017CB FEW018TCU BKN300 30/25 Q1007 TEMPO FM0745 TL0830 4500 TSRA BECMG FM0845 TL0900 NSW
2026-03-03 08:35 UTC,METAR WSSS 030830Z 35016G27KT 330V030 7000 -TSRA FEW012 FEW016CB SCT017TCU 26/23 Q1008 TEMPO TL0930 2000 +TSRA BECMG FM0945 TL1000 NSW
2026-03-03 09:37 UTC,METAR WSSS 030930Z 25003KT 200V340 8000 -TSRA FEW014 FEW016CB SCT160 25/22 Q1007 RESHRA BECMG TL0945 NSW
2026-03-03 10:34 UTC,METAR WSSS 031030Z 32004KT 270V350 9999 -RA FEW014 FEW017TCU BKN160 25/23 Q1008 NOSIG
2026-03-03 11:29 UTC,METAR WSSS 031100Z 36007KT 9999 FEW016 BKN170 25/23 Q1008 NOSIG
2026-03-03 11:55 UTC,METAR WSSS 031130Z 34003KT 310V010 9999 FEW016 SCT170 25/23 Q1007 NOSIG
2026-03-03 12:52 UTC,METAR WSSS 031230Z VRB01KT 9000 FEW016 SCT150 25/24 Q1009 NOSIG
2026-03-03 13:57 UTC,METAR WSSS 031330Z 32002KT 9000 FEW016 SCT160 BKN300 24/23 Q1009 NOSIG
2026-03-03 14:43 UTC,METAR WSSS 031430Z 36005KT 9999 FEW016 BKN300 25/24 Q1010 NOSIG
2026-03-03 15:42 UTC,METAR WSSS 031530Z 00000KT 9000 FEW016 BKN300 25/24 Q1011 NOSIG
2026-03-03 16:41 UTC,METAR WSSS 031630Z 35004KT 8000 FEW016 BKN300 24/23 Q1011 NOSIG
2026-03-03 17:40 UTC,METAR WSSS 031730Z 33003KT 9000 FEW016 BKN300 25/24 Q1011 NOSIG
2026-03-03 18:41 UTC,METAR WSSS 031830Z 35006KT 9000 FEW016 SCT060 26/25 Q1010 NOSIG
2026-03-03 19:38 UTC,METAR WSSS 031930Z 32003KT 9000 FEW018 SCT060 26/25 Q1010 NOSIG
2026-03-03 20:28 UTC,METAR WSSS 032000Z 34006KT 9000 FEW018 BKN300 26/24 Q1009 NOSIG
2026-03-03 20:57 UTC,METAR WSSS 032030Z 34006KT 6000 FEW018 BKN300 26/24 Q1009 NOSIG
2026-03-03 21:36 UTC,METAR WSSS 032130Z 33004KT 290V350 9000 FEW018 SCT280 BKN300 26/24 Q1009 NOSIG
2026-03-03 22:24 UTC,METAR WSSS 032200Z 33005KT 9000 FEW018 BKN300 26/24 Q1009 NOSIG
2026-03-03 22:52 UTC,METAR WSSS 032230Z 36004KT 310V020 7000 FEW018 BKN300 25/23 Q1009 NOSIG
2026-03-03 23:22 UTC,METAR WSSS 032300Z 02005KT 7000 FEW018 BKN300 25/24 Q1009 NOSIG
2026-03-03 23:48 UTC,METAR WSSS 032330Z 01003KT 350V050 7000 FEW018 BKN300 25/23 Q1009 NOSIG
2026-03-04 01:45 UTC,METAR WSSS 040130Z 34005KT 300V030 9999 FEW018 SCT160 BKN300 28/24 Q1011 NOSIG
2026-03-04 04:05 UTC,METAR WSSS 040400Z 30004KT 200V360 9999 SCT018 SCT160 30/24 Q1011 NOSIG
2026-03-04 05:27 UTC,METAR WSSS 040500Z VRB04KT 9999 SCT018 SCT160 31/24 Q1010 NOSIG
2026-03-04 06:04 UTC,METAR WSSS 040600Z 16008KT 9999 SCT016 FEW018TCU BKN270 30/24 Q1009 NOSIG
2026-03-04 07:10 UTC,METAR WSSS 040700Z 17009KT 6000 -SHRA FEW013 FEW017CB FEW018TCU SCT040 27/26 Q1008 RESHRA TEMPO TL0800 4000 TSRA
2026-03-04 07:56 UTC,METAR WSSS 040730Z 17007KT 7000 -TSRA FEW017CB FEW018TCU SCT040 28/26 Q1008 TEMPO TL0800 3000 TSRA BECMG FM0800 TL0820 NSW
2026-03-04 08:39 UTC,METAR WSSS 040830Z 34006KT 8000 -TSRA FEW012 FEW017CB FEW018TCU SCT040 27/25 Q1007 BECMG TL0900 NSW
2026-03-04 09:36 UTC,METAR WSSS 040930Z 02005KT 330V070 9999 FEW018TCU FEW020CB BKN300 28/25 Q1007 NOSIG
2026-03-04 10:32 UTC,METAR WSSS 041030Z 35004KT 9999 FEW018TCU FEW020CB BKN300 27/24 Q1007 NOSIG
2026-03-04 11:27 UTC,METAR WSSS 041100Z VRB02KT 9999 FEW018TCU SCT030 BKN300 27/23 Q1007 NOSIG
2026-03-04 11:52 UTC,METAR WSSS 041130Z 20003KT 9999 FEW018 SCT030 BKN300 27/24 Q1008 NOSIG
2026-03-04 12:46 UTC,METAR WSSS 041230Z VRB02KT 9999 FEW018 SCT030 BKN300 27/24 Q1009 NOSIG
2026-03-04 13:54 UTC,METAR WSSS 041330Z 00000KT 9999 FEW016 SCT025 BKN300 26/25 Q1009 NOSIG
2026-03-04 14:35 UTC,METAR WSSS 041430Z 00000KT 9999 FEW016 SCT025 BKN300 27/25 Q1010 NOSIG
2026-03-04 15:36 UTC,METAR WSSS 041530Z 34003KT 9999 FEW018CB SCT025 BKN300 26/25 Q1010 NOSIG
2026-03-04 16:38 UTC,METAR WSSS 041630Z VRB01KT 9999 FEW018 SCT030 BKN300 26/24 Q1010 NOSIG
2026-03-04 17:35 UTC,METAR WSSS 041730Z 31002KT 9999 FEW018 BKN300 26/25 Q1010 NOSIG
2026-03-04 18:42 UTC,METAR WSSS 041830Z 35002KT 9999 FEW018 BKN300 25/25 Q1009 NOSIG
2026-03-04 19:35 UTC,METAR WSSS 041930Z 32003KT 9999 FEW018 BKN300 26/25 Q1009 NOSIG
2026-03-04 20:28 UTC,METAR WSSS 042000Z 01002KT 9999 FEW018 BKN300 25/24 Q1009 NOSIG
2026-03-04 20:57 UTC,METAR WSSS 042030Z 34003KT 9999 FEW018 BKN300 25/24 Q1009 NOSIG
2026-03-04 21:36 UTC,METAR WSSS 042130Z 33002KT 9999 FEW018 BKN300 25/24 Q1008 NOSIG
2026-03-04 22:27 UTC,METAR WSSS 042200Z 31002KT 9999 FEW018 BKN300 25/24 Q1008 NOSIG
2026-03-04 22:57 UTC,METAR WSSS 042230Z 34003KT 9999 FEW018 BKN300 25/24 Q1008 NOSIG
2026-03-04 23:34 UTC,METAR WSSS 042300Z 00000KT 9999 FEW018 BKN300 25/24 Q1009 NOSIG
2026-03-05 01:48 UTC,METAR WSSS 050130Z 34003KT 290V030 7000 FEW016 SCT280 29/25 Q1010 NOSIG
2026-03-05 04:09 UTC,METAR WSSS 050400Z 35007KT 320V020 9999 FEW018 BKN280 30/24 Q1010 NOSIG
2026-03-05 05:30 UTC,METAR WSSS 050500Z 34008KT 290V020 9999 FEW020 SCT280 30/24 Q1009 NOSIG
2026-03-05 06:08 UTC,METAR WSSS 050600Z 01009KT 340V040 9999 FEW020 BKN280 31/25 Q1008 NOSIG
2026-03-05 07:14 UTC,METAR WSSS 050700Z 36010KT 330V030 9999 FEW020TCU SCT280 BKN300 32/24 Q1007 NOSIG
2026-03-05 07:59 UTC,METAR WSSS 050730Z 02011KT 9999 FEW020TCU SCT280 BKN300 32/24 Q1007 NOSIG
2026-03-05 08:53 UTC,METAR WSSS 050830Z 01012KT 9999 FEW018TCU BKN300 31/25 Q1006 NOSIG
2026-03-05 09:38 UTC,METAR WSSS 050930Z 36014KT 9999 TS FEW018TCU FEW020CB BKN300 30/24 Q1006 BECMG FM1000 TL1015 NSW
2026-03-05 10:34 UTC,METAR WSSS 051030Z 01012KT 9999 FEW018TCU FEW020CB BKN300 29/24 Q1006 NOSIG
2026-03-05 11:30 UTC,METAR WSSS 051100Z 36010KT 9999 FEW018TCU BKN300 28/24 Q1006 NOSIG
2026-03-05 12:52 UTC,METAR WSSS 051230Z 30003KT 230V350 9999 TS FEW018 FEW020CB SCT040 BKN300 28/23 Q1008 BECMG TL1245 NSW
2026-03-05 13:58 UTC,METAR WSSS 051330Z 35004KT 9999 FEW018 SCT040 BKN300 27/24 Q1009 NOSIG
2026-03-05 14:53 UTC,METAR WSSS 051430Z 34003KT 280V010 9999 FEW018 SCT040 BKN300 27/23 Q1010 NOSIG
2026-03-05 15:46 UTC,METAR WSSS 051530Z 34005KT 9999 FEW018 BKN300 27/23 Q1009 NOSIG
2026-03-05 17:59 UTC,METAR WSSS 051730Z 33005KT 300V360 9999 FEW018 BKN300 26/23 Q1009 NOSIG
2026-03-05 19:22 UTC,METAR WSSS 051900Z 33005KT 9999 FEW018 SCT150 BKN300 26/23 Q1008 NOSIG
2026-03-05 20:03 UTC,METAR WSSS 052000Z 33005KT 9999 FEW018 BKN300 26/23 Q1008 NOSIG
2026-03-05 21:00 UTC,METAR WSSS 052030Z 34005KT 9999 FEW018 BKN300 25/23 Q1008 NOSIG
2026-03-05 21:45 UTC,METAR WSSS 052130Z 33004KT 9999 FEW018 SCT150 BKN300 25/23 Q1008 NOSIG
2026-03-05 22:27 UTC,METAR WSSS 052200Z 33004KT 9000 FEW018 BKN300 25/23 Q1008 NOSIG
2026-03-05 23:35 UTC,METAR WSSS 052330Z 33005KT 8000 FEW018 BKN300 25/23 Q1009 NOSIG
2026-03-06 01:49 UTC,METAR WSSS 060130Z 36007KT 330V030 9999 FEW020 BKN280 27/24 Q1010 NOSIG
2026-03-06 04:06 UTC,METAR WSSS 060400Z 35007KT 310V040 9999 FEW018 BKN300 30/24 Q1011 NOSIG
2026-03-06 05:29 UTC,METAR WSSS 060500Z 36010KT 330V030 9999 FEW020 SCT280 BKN300 31/24 Q1010 NOSIG
2026-03-06 06:06 UTC,METAR WSSS 060600Z 01011KT 9999 FEW020TCU BKN300 32/23 Q1009 NOSIG
2026-03-06 07:12 UTC,METAR WSSS 060700Z 01010KT 9999 SCT020 SCT280 31/23 Q1008 NOSIG
2026-03-06 07:56 UTC,METAR WSSS 060730Z 01011KT 9999 SCT020 BKN280 31/23 Q1007 NOSIG
2026-03-06 08:37 UTC,METAR WSSS 060830Z 01013KT 9999 FEW020TCU BKN280 31/23 Q1007 NOSIG
2026-03-06 09:34 UTC,METAR WSSS 060930Z 01011KT 9999 FEW018CB FEW020TCU BKN280 30/24 Q1007 NOSIG
2026-03-06 10:30 UTC,METAR WSSS 061000Z 36010KT 9999 TS FEW017CB FEW018TCU BKN280 29/24 Q1007 BECMG FM1025 TL1035 NSW
2026-03-06 11:25 UTC,METAR WSSS 061100Z 35009KT 9999 TS FEW014 FEW017CB FEW018TCU SCT180 28/23 Q1008 BECMG FM1130 TL1145 NSW
2026-03-06 11:50 UTC,METAR WSSS 061130Z 36009KT 9999 TS FEW014 FEW017CB FEW018TCU SCT180 28/23 Q1008 BECMG TL1200 NSW
2026-03-06 12:45 UTC,METAR WSSS 061230Z 35004KT 310V020 9999 FEW016 FEW018CB SCT280 28/24 Q1009 NOSIG
2026-03-06 13:51 UTC,METAR WSSS 061330Z 34006KT 9999 FEW016 FEW018CB SCT140 28/24 Q1010 NOSIG
2026-03-06 14:33 UTC,METAR WSSS 061430Z 34005KT 290V360 9999 FEW016 SCT150 BKN270 27/23 Q1011 NOSIG
2026-03-06 15:33 UTC,METAR WSSS 061530Z 35004KT 9999 FEW016 SCT020 BKN280 27/23 Q1011 NOSIG
2026-03-06 16:35 UTC,METAR WSSS 061630Z 34005KT 9999 FEW016 SCT280 BKN300 27/23 Q1011 NOSIG
2026-03-06 17:31 UTC,METAR WSSS 061730Z 33005KT 9999 SCT016 BKN300 27/23 Q1010 NOSIG
2026-03-06 18:38 UTC,METAR WSSS 061830Z 34006KT 9999 FEW016 BKN300 26/24 Q1009 NOSIG
2026-03-06 19:31 UTC,METAR WSSS 061900Z 34005KT 9999 FEW016 SCT160 BKN300 26/24 Q1009 NOSIG
2026-03-06 20:27 UTC,METAR WSSS 062000Z 33006KT 300V360 9999 FEW016 BKN300 26/24 Q1009 NOSIG
2026-03-06 20:55 UTC,METAR WSSS 062030Z 34005KT 9999 FEW016 BKN300 26/24 Q1009 NOSIG
2026-03-06 21:26 UTC,METAR WSSS 062100Z 33005KT 9999 FEW016 BKN300 26/24 Q1009 NOSIG
2026-03-06 21:52 UTC,METAR WSSS 062130Z 33005KT 8000 FEW016 BKN300 26/24 Q1009 NOSIG
2026-03-06 22:23 UTC,METAR WSSS 062200Z 33006KT 290V350 8000 FEW016 BKN300 26/24 Q1009 NOSIG
2026-03-06 22:54 UTC,METAR WSSS 062230Z 34006KT 8000 FEW016 SCT160 BKN300 26/24 Q1009 NOSIG
2026-03-06 23:24 UTC,METAR WSSS 062300Z 33005KT 8000 FEW016 BKN160 26/24 Q1009 NOSIG
2026-03-06 23:49 UTC,METAR WSSS 062330Z 32004KT 290V350 8000 FEW016 BKN160 26/24 Q1009 NOSIG
2026-03-07 01:41 UTC,METAR WSSS 070130Z 35008KT 9999 FEW016 BKN160 28/24 Q1011 NOSIG
2026-03-07 03:57 UTC,METAR WSSS 070330Z 36009KT 310V030 9999 FEW018 BKN160 30/24 Q1011 NOSIG
2026-03-07 05:00 UTC,METAR WSSS 070430Z 01010KT 340V040 9999 FEW018 BKN160 31/23 Q1011 NOSIG
